Gene	WT-1_Read_Count	WT-2_Read_Count	Toluene-1_Read_Count	Toluene-2_Read_Count
PAO4	224	253	140	289
PAP1	817	1060	506	895
PAP18	358	474	320	528
PAP26	1643	2112	1908	2854
PAQR8	6	0	0	0
PAR1	3	0	0	0
PARK7	22	0	0	1
PARL	10	0	0	0
PARM1	27	0	0	0
PAUF	8	0	0	0
PAXX	25	0	3	0
PBI	2	0	0	0
PC	5	0	0	0
PCBD1	6	0	0	0
PCDH1	8	0	0	0
PCED1A	8	0	0	0
PCF10	664	787	620	981
PCK1	7	0	0	0
PCK2	10	0	2	0
PCM1	10	0	0	0
PCS1	182	222	261	453
PCYOX1	4	0	0	0
PDAP1	6	0	1	0
PDC2	2928	3300	3480	4488
PDCD5	9	0	0	0
PDCD6	12	0	0	0
PDCD6IP	5	0	0	0
PDCL3	2	0	0	0
PDE2A	5	0	0	0
PDE4B	2	0	0	0
PDF	3	0	0	0
PDIA4	9	1	0	0
PDIA6	1	0	0	0
PDLIM1	34	0	0	0
PDLIM3	0	0	0	3
PDLIM5	2	0	0	0
PDPR	5	0	0	0
PDS1	16	11	30	39
PDXK	34	0	0	0
PDZD11	2	0	0	0
PDZK1IP1	13	0	0	0
PEA15	0	2	0	1
PEBP1	27	0	0	0
PEF1	8	0	0	0
PER1	2	0	0	0
PER3	5	0	0	0
PERK7	10	7	1	5
PES1	8	0	0	0
PET100	13	0	0	0
PFDN5	47	2	2	0
PFDN6	7	0	2	0
PFK3	1068	1259	1096	1257
PFK5	268	293	242	284
PFKFB2	4	0	0	0
PFKM	6	0	0	0
PFN1	161	1	6	3
PGAM1	28	0	0	0
PGAP3	2	0	0	0
PGD	5	0	0	0
PGGHG	2	0	0	0
PGK	8	5	5	5
PGK1	6	0	0	0
PGM1	7	0	0	0
PGPEP1	11	0	0	0
PGRMC1	1	1	0	0
PGRMC2	15	0	0	0
PHB	38	1	1	0
PHF1	2175	2662	1017	1503
PHGR1	251	3	2	0
PHKA1	1	0	0	0
PHKG1	5	1	0	0
PHKG2	4	0	0	0
PHLDA3	8	0	2	0
PHLDB1	4	0	0	0
PHPT1	78	2	0	1
PHR2	4310	4465	3117	3949
PHT2-2	1259	1383	563	712
PHYA	2894	3220	2551	4082
PHYB	613	660	373	628
PHYKPL	19	0	0	0
PI3	21	0	0	0
PI4KA	2	0	0	0
PICALM	5	0	0	0
PICK1	1	0	0	0
PIG59	22	2	2	0
PIGR	245	0	0	3
PIGT	7	0	0	0
PIGY	19	0	1	3
PIGZ	21	0	0	0
PIH1D1	10	1	0	0
PIK3C2B	5	0	0	0
PIK3C3	4	0	0	0
PIK3CD	23	0	0	0
PIK3R2	4	0	0	0
PIK3R3	3	0	0	0
PILRB	14	0	0	0
PILS3	74	80	72	130
PIM2	2	0	0	0
PIM3	0	2	0	0
PIN1	13	0	2	0
PIP4K2B	11	0	0	0
PITHD1	2	0	0	0
PITPNA	4	0	0	0
PITPNM3	2	0	0	0
PK1	220	281	299	340
PK2	2695	3242	3017	3709
PK3	2699	3261	1363	1984
PK4	3239	3953	2522	3920
PK7	3009	3539	3816	4917
PK9	1095	1366	471	701
PKD1	15	0	0	0
PKD1L3	5	0	0	0
PKIB	1	0	0	0
PKIG	4	0	0	0
PKM	0	0	4	2
PKN1	5	0	0	0
PKP3	20	0	0	0
PLA2G15	4	0	0	0
PLA2G16	4	0	0	0
PLAT	6	0	0	0
PLAU	6	0	0	0
PLAUR	3	0	0	0
PLCB3	2	0	0	0
PLCB4	8	0	0	0
PLCD1	9	0	0	0
PLCD3	8	0	0	0
PLD1	6	0	0	0
PLD2	3	0	0	0
PLEC	47	0	0	0
PLEKHA6	15	0	0	0
PLEKHB2	3	0	0	0
PLEKHG2	6	0	0	0
PLEKHG6	7	0	0	0
PLEKHM2	6	0	0	0
PLEKHO1	8	0	0	0
PLIN3	4	0	0	0
PLK2	2	0	0	0
PLOD1	1	0	0	0
PLOD3	12	0	0	0
PLP2	14	0	0	0
PLPP2	2	0	0	0
PLXNA3	6	0	0	0
PLXNB1	21	0	0	0
PLXNB2	8	0	0	0
PMEPA1	3	0	0	0
PMF1	0	0	0	0
PMM1	11	0	0	0
PMM2	1458	1873	1604	1801
PMP22	3	0	0	0
PMPCA	4	0	0	0
PMVK	19	0	0	0
PNP	4	0	0	0
PNPLA2	38	0	0	0
PNPLA6	17	0	0	0
PNPLA7	2	0	0	0
PNRC1	2	0	0	0
PNRC2	9	0	0	0
POD1	111	141	78	144
PODANSg2757	0	0	0	0
PODANSg3428	0	0	1	4
PODANSg9091	0	0	5	20
PODXL2	9	0	0	0
POGZ	5	0	0	0
POLB	2	0	0	0
POLD4	44	0	0	0
POLDIP3	4	0	0	0
POLE4	6	0	0	0
POLH	2	0	0	0
POLR2B	8	3	0	0
POLR2D	2	0	0	0
POLR2H	9	0	0	0
POMGNT1	3	0	0	0
POMP	7	0	0	1
PON2	8	0	0	0
PP2C	1643	2289	1028	1576
PPARG	9	0	0	0
PPARGC1A	3	0	0	0
PPDPF	64	0	0	2
PPFIA1	4	0	0	0
PPFIBP2	7	0	0	0
PPIB	99	6	1	0
PPIC	4	0	0	0
PPIF	6	1	3	2
PPIL2	7	0	0	0
PPP1CA	29	0	0	0
PPP1R10	7	0	0	0
PPP1R12B	6	0	1	0
PPP1R12C	12	0	2	0
PPP1R13B	6	0	0	0
PPP1R14C	5	0	0	0
PPP1R14D	4	0	0	0
PPP1R16A	19	0	0	1
PPP1R1B	71	0	0	0
PPP1R21	2	0	0	0
PPP1R7	5	0	0	0
PPP2CA	1	0	0	0
PPP2R1A	37	0	1	0
PPP2R5A	4	0	0	0
PPP2R5D	7	0	0	0
PPP4C	12	0	0	0
PPP6R2	9	0	0	0
PPR	738	864	223	382
PPT	1234	1399	1032	1322
PPTC7	4	0	0	0
PRAC1	24	0	0	0
PRCP	4	0	0	0
PRDX1	0	0	0	0
PRDX2	83	0	0	0
PRDX6	59	0	1	0
PRELID1	20	0	0	0
PRELID3B	0	0	2	0
PRG1	5	0	0	0
PRK	0	0	2	0
PRK1	13228	16357	7852	12037
PRKA	4	0	0	0
PRKAB1	14	0	0	0
PRKACA	3	0	0	0
PRKACB	3	0	0	0
PRKAG1	4	0	0	0
PRKAR1B	5	0	0	0
PRKCSH	5	0	0	0
PRKCZ	9	0	0	0
PRKDC	5	0	0	2
PRKRA	9	0	0	0
PRMT5	5	0	0	0
PRMT7	5	0	0	0
PRNP	3	0	1	0
PRPF18	6	0	0	0
PRPF19	7	0	0	0
PRPF3	3	0	0	0
PRPF31	14	0	0	0
PRPF39	6	0	0	0
PRR13	42	0	0	1
PRR15	4	0	0	0
PRR15L	13	0	0	0
PRR5L	6	0	0	0
PRSS3	14	0	0	0
PRSS8	66	0	0	0
PRXR1	0	4	0	0
PSAH2	0	0	3	0
PSAL	0	0	1	2
PSAN	1	0	0	1
PSAO	0	2	2	0
PSAP	4	0	0	0
PSBO1	5	0	1	2
PSBP-1	3	0	2	0
PSBR	3	2	15	0
PSBW	1	1	0	0
PSBX	0	0	4	1
PSD4	4	0	0	0
PSEN1	8	0	0	0
PSENEN	5	0	0	0
PSMA1	0	0	0	0
PSMA2	7	0	0	0
PSMA3	12	0	0	0
PSMA6	27	5	0	0
PSMB10	25	0	0	0
PSMB2	2	0	0	0
PSMB3	38	0	0	0
PSMB4	35	3	2	0
PSMB6	26	1	0	0
PSMB7	10	0	0	0
PSMB8	18	3	0	0
PSMC1	11	1	0	1
PSMC2	0	0	2	1
PSMC3	13	0	0	0
PSMC4	8	1	0	0
PSMD11	3	0	0	0
PSMD2	24	0	0	0
PSMD4	20	2	0	3
PSMD6	4	0	0	0
PSMD7	12	0	0	0
PSMD8	10	0	0	0
PSMD9	9	0	0	0
PSME3	3	0	0	0
PSME4	3	0	0	0
PSMF1	6	0	0	0
PSORS1C3	2	0	0	0
PSY	4911	6003	1991	2671
PTBP1	12	0	0	0
PTDSS2	2	0	0	0
PTEN	3	0	0	0
PTGES3	5	0	1	0
PTK2B	10	0	0	0
PTK6	4	0	0	0
PTMA	78	5	3	8
PTMS	13	1	0	2
PTOV1	27	0	0	0
PTP4A1	10	0	0	0
PTP4A2	10	0	0	1
PTPMT1	3	0	0	0
PTPN18	16	0	0	0
PTPN23	11	0	0	0
PTPN6	9	0	0	0
PTPRA	7	0	0	0
PTPRF	18	0	0	3
PTPRH	5	0	0	0
PTPRO	5	0	0	0
PTR2	0	0	7	3
PTRF	3	0	0	0
PUM1	2	0	0	0
PVR	6	0	0	0
PXMP2	2	0	0	0
PXN	18	1	0	0
PYCARD	13	0	0	0
PYCR1	4	0	0	0
PYGM	1	2	3	7
PYL4	339	493	634	742
PYM1	1	0	0	0
Pah	33	7	7	3
Park7	7	3	4	0
Pbld1	8	0	0	0
Pc	1	0	2	0
Pc12g04750	0	0	4	0
Pc13g02690	1	0	4	8
Pc13g14020	0	0	12	11
Pc15g00640	0	0	14	7
Pc16g02020	0	0	1	2
Pc16g04380	0	0	2	2
Pc16g04560	0	0	0	2
Pc16g12230	0	0	0	3
Pc18g02000	0	1	2	0
Pc22g01480	0	0	2	1
Pc22g02060	0	0	0	0
Pc22g03070	0	0	6	11
Pc22g22290	0	0	12	9
Pc22g25660	0	0	1	0
Pccb	2	1	1	0
Pck1	146	33	80	29
Pcx	16	0	8	0
Pcyt2	16	5	6	2
Pdcd6ip	1	0	0	0
Pdia6	3	3	0	0
Pdk2	1	0	0	0
Pex19	2	0	0	2
Pex5	2	0	0	0
Pgap2	1	0	0	0
Pgk1	0	0	0	0
Pglyrp2	4	0	0	0
Pgm2	0	0	0	0
Pgrmc1	19	6	7	4
Phb	1	0	0	0
Phb2	4	0	0	0
Phlda1	5	0	9	0
Phyh	22	5	9	1
Pigr	9	8	0	7
Pipox	1	0	0	1
Pitpnb	0	0	0	0
Plg	70	12	35	8
Plin2	1	0	3	0
Plk3	3	0	0	0
Plxnb2	0	1	1	0
Pmpcb	0	0	4	0
Pnrc1	3	1	0	0
Polr2i	1	0	0	0
Pon1	2	0	0	0
Ppara	0	2	4	0
Ppm1a	0	0	3	0
Ppp1r37	4	0	0	0
Ppsig	10	5	2	1
Prdx3	0	3	2	0
Prdx4	2	0	0	0
Prkcsh	0	1	2	0
Proc	11	4	14	0
Proz	11	3	0	0
Prpf19	2	0	0	1
Prrc2c	1	0	0	0
Psap	4	1	4	1
Pseudomonas	10	0	0	0
Pter	1	0	0	0
Ptms	32	1	12	7
Pxmp4	5	0	0	0
Pygl	3	1	0	2
Pzp	173	38	81	33
QARS	52	1	1	0
QOD1	5230	6307	3745	4681
Qdpr	11	4	2	3
Qprt	5	0	0	0
R	77	103	43	89
R3HDM4	14	0	0	0
RAB10	8	0	0	0
RAB11A	21	2	0	3
RAB11FIP1	5	0	0	0
RAB11FIP4	6	0	0	0
RAB13	3	0	0	0
RAB1A	3	0	0	0
RAB1B	25	0	0	1
RAB24	2	2	0	0
RAB25	34	0	0	0
RAB26	1	1	0	0
RAB32	12	0	0	0
RAB3D	3	0	0	0
RAB4B-EGLN2	15	0	0	0
RAB5B	10	0	0	0
RAB5C	1	0	0	0
RAB8A	2	0	0	0
RABAC1	35	1	0	0
RABL6	18	0	0	0
RAC1	71	5	2	0
RACK1	1	0	0	0
RAD23A	3	0	0	0
RAD23B	3	0	0	0
RAF1	7	0	0	0
RALB	5	0	0	0
RALY	30	0	0	0
RAM1	1	8	1	0
RAMP1	2	0	0	0
RAN	24	1	0	0
RANBP1	2	3	0	0
RANBP3	4	0	0	0
RANGAP1	10	0	0	0
RAP1B	7	0	0	0
RAPGEFL1	24	0	0	0
RARS2	12	0	0	0
RASD1	7	0	0	0
RASEF	5	0	0	0
RASSF7	25	0	0	0
RAVER1	6	0	0	0
RAVER2	2	0	0	0
RBCK1	12	0	0	0
RBCS	0	1	1	0
RBCS1A	1	2	1	2
RBCS2B	4	3	10	5
RBFA	11	0	0	0
RBFOX3	7	0	0	0
RBM10	23	0	1	0
RBM14-RBM4	17	0	0	0
RBM25	5	0	0	0
RBM38	7	0	0	0
RBM39	8	0	0	0
RBM47	18	0	0	0
RBM5	8	0	0	0
RBOHA	105	108	48	95
RBPJ	8	0	0	0
RBT1	4	0	0	0
RCAN1	12	0	0	0
RCE1	7	0	0	0
RCN3	7	0	0	0
RCSTC	0	2	0	0
RDH11	3	0	0	0
RDH5	3	0	0	0
REEP3	4	0	0	0
REEP4	5	0	0	0
REEP6	6	0	0	0
RELA	2	0	0	0
RELL1	4	0	0	0
RERE	4	0	0	0
REXO2	7	0	0	0
RFNG	5	0	0	0
RGMB	12	0	0	0
RGS10	2	0	0	0
RGS2	4	0	0	0
RGS3	6	0	0	0
RHBDD2	4	1	0	0
RHOA	7	0	0	0
RHOB	2	0	0	0
RHOC	83	0	2	0
RHOQ	9	0	0	0
RHOT2	30	3	1	0
RIC8A	5	0	0	0
RIN1	4	0	0	0
RIN3	4	0	0	0
RMDN3	3	0	0	0
RNA	62	0	0	0
RNAP	1406	1783	1047	1437
RNASE4	6	0	0	0
RNASET2	53	0	0	0
RNF10	2	0	0	0
RNF114	11	0	0	0
RNF126	3	0	0	0
RNF166	3	0	0	0
RNF167	8	0	0	0
RNF169	3	0	0	0
RNF181	3	0	0	0
RNF19B	6	0	0	0
RNF213	7	0	0	0
RNF43	5	0	0	0
RNF7	6	0	0	0
RNPEP	24	3	0	0
RNPEPL1	9	0	0	0
ROBO3	6	0	0	0
ROCK2	1	0	0	0
ROGDI	14	0	0	0
ROMO1	34	0	1	0
RPD2	2204	2583	2063	3055
RPF2	4	0	0	0
RPL10	0	0	0	0
RPL12	326	1	0	3
RPL13	522	2	2	2
RPL13A	737	7	8	6
RPL14	79	0	0	0
RPL15	11	1	0	0
RPL18	247	5	6	4
RPL19B	0	0	0	2
RPL22	83	0	1	0
RPL23	92	1	3	0
RPL23A	225	9	1	3
RPL24	161	1	0	0
RPL27A	384	1	1	2
RPL32	207	1	4	0
RPL35A	100	4	4	1
RPL36	221	0	3	0
RPL36AL	48	0	0	0
RPL36AP37	153	2	0	0
RPL37	201	3	2	1
RPL37A	248	2	6	2
RPL38	113	3	0	0
RPL39	166	0	3	1
RPL5	157	5	3	0
RPL9	435	1	1	3
RPN1	7	0	0	0
RPN2	27	0	1	0
RPP38	2	0	0	0
RPS10	228	1	2	1
RPS15A	208	5	6	2
RPS17	176	2	1	1
RPS19	1	0	0	0
RPS19BP1	14	2	0	0
RPS23	6	0	0	0
RPS24	253	5	0	5
RPS26P25	100	0	2	0
RPS27L	0	4	1	10
RPS28	170	1	2	2
RPS29	166	0	0	0
RPS3a	14850	19718	20682	21897
RPS4X	210	3	0	3
RPS4Y1	25	0	0	0
RPS5	100	1	2	1
RPS6	9	0	1	0
RPS6KL1	8	0	0	0
RPS8e	1	0	0	0
RPUSD3	4	0	0	0
RRAS	3	0	0	0
RRBP1	53	0	3	0
RRP12	5	0	0	0
RSL1D1	2	0	0	0
RSPH9	3	2	0	0
RSRP1	14	0	0	0
RTCB	2	0	6	0
RTF1	2	0	0	0
RTFDC1	2	0	0	0
RTKN	16	0	0	0
RTL8C	7	0	0	0
RTN3	11	1	0	0
RTN4	27	0	0	1
RTN4IP1	4	0	0	0
RTRAF	19	0	0	0
RUBCNL	5	0	0	0
RUVBL1	5	0	0	0
RWDD1	3	0	0	0
RXRB	4	0	0	0
Rab2a	0	0	0	1
Rab5c	1	0	2	0
Rab7	1	0	1	3
Rad23b	1	4	1	0
Rarres2	4	10	4	2
Rbp4	117	21	39	16
Rcl1	2	2	1	0
Rdh7	53	7	15	1
Reep6	38	8	10	3
Rer1	2	2	0	0
Retreg2	1	0	0	0
Rgn	2	1	1	0
Rida	2	0	2	1
Rnase4	4	0	3	0
Rnaset2a	2	0	0	0
Rnf123	3	0	0	0
Rnf13	0	3	0	0
Rnf213	0	0	1	1
Rnf5	2	2	0	0
RpL10a	0	1	23	54
RpL36	0	2	39	78
RpS18	0	1	26	79
RpS27a	0	0	17	26
RpS5	18	5	39	90
Rpl10	0	0	0	0
Rpl11	1	0	0	0
Rpl13a	1	1	0	0
Rpl17-ps10	2	0	0	0
Rpl18a	1	0	0	0
Rpl19	0	1	0	0
Rpl24	2	0	0	0
Rpl3	8	2	0	0
Rpl35	3	0	0	0
Rpl41	0	0	55	132
Rpl5	2	1	0	0
Rpl6	11	6	13	17
Rpl7	0	1	0	0
Rpl7a	5	1	78	174
Rpl8	8	1	1	1
Rplp0	14	0	2	0
Rplp2	5	0	5	0
Rpn1	1	1	0	0
Rps13-ps1	0	1	0	0
Rps15	4	1	0	4
Rps2	3	3	5	1
Rps23-ps1	3	1	0	0
Rps26	6	1	0	0
Rps27l	1	2	4	0
Rps9	4	1	0	0
Rpsa	19	10	2	3
Rsrp1	1	2	3	0
Rxra	4	0	0	0
S	71833	85809	39734	53575
S-RNase	179	193	123	132
S100A1	5	0	0	0
S100A10	293	3	3	0
S100A13	13	0	0	0
S100A14	63	0	0	0
S100A16	27	2	0	0
SAD	1029	1250	787	1033
SAFB	10	2	0	0
SAMD1	7	0	0	0
SAMD9	8	0	0	0
SAP18	7	0	1	0
SAP30BP	13	0	0	0
SARAF	5	0	0	0
SARNP	4	0	0	0
SARS	24	1	0	0
SART1	4	0	0	1
SAT1	53	2	0	0
SAT2	13	0	0	0
SBDS	2	0	0	0
SCAMP2	0	0	0	0
SCAMP3	4	3	0	0
SCARB2	13	0	0	0
SCD	8	5	1	4
SCL5	13	16	6	17
SCMH1	9	0	0	0
SCNN1B	8	0	0	0
SCO1	3	0	0	0
SCRIB	12	1	0	0
SCRN2	7	0	0	0
SCYL1	3	0	0	0
SDC1	28	3	0	0
SDC4	1	0	0	0
SDHA	37	0	0	0
SDHB	14	0	0	0
SDS	6	0	0	0
SDSL	12	0	0	0
SEC11A	12	0	0	0
SEC11C	15	0	0	0
SEC16A	2	0	0	0
SEC24C	19	0	0	0
SEC31A	9	0	0	0
SEC61G	16	1	0	0
SEC62	5	0	0	0
SEL1L	9	0	0	0
SELENOF	12	0	0	0
SELENOK	7	0	0	0
SELENOM	15	0	0	0
SELENOP	11	0	0	0
SELENOS	3	0	0	0
SELENOT	4	0	0	0
SEMA3B	27	0	0	0
SEMA4B	6	1	0	1
SEMA6A	10	0	0	0
SENP3	2	0	0	0
SENP3-EIF4A1	87	6	4	0
SEPT2	15	2	0	0
SERBP1	29	0	0	0
SERF2-C15ORF63	13	0	0	0
SERINC2	38	0	0	4
SERINC5	2	0	0	0
SERK1	166	147	103	187
SERP1	22	0	0	0
SERPINA1	15	0	1	0
SERPINA3	0	5	0	2
SERPINB1	6	0	0	0
SERPINB6	18	0	1	0
SERPINF1	2	0	0	0
SERPINH1	3	0	0	0
SESN2	3	0	0	0
SET	33	0	0	0
SETD1A	5	0	0	0
SETD4	6	0	0	0
SETDB1	0	2	0	0
SF1	18	0	0	0
SF3A1	6	0	0	0
SF3B1	24	0	0	0
SF3B2	19	0	0	0
SF3B3	4	0	0	0
SFI1	3	0	0	2
SFN	65	0	0	0
SFPQ	15	0	0	0
SFXN1	1	0	0	0
SFXN4	5	0	0	0
SGF14G	20	24	30	40
SGK1	2	1	0	0
SGPP2	3	0	0	0
SGSM3	18	0	0	0
SGTA	14	0	0	0
SH3D19	1	0	0	0
SH3GL1	2	0	0	3
SH3GLB2	30	0	0	0
SH3KBP1	11	0	0	0
SH3PXD2A	9	0	0	0
SH3RF2	5	0	0	0
SHARPIN	7	0	0	0
SHC1	14	0	0	0
SHKBP1	2	0	0	0
SHMT	2291	2759	1871	2685
SHR2	103	125	235	292
SHROOM1	5	0	0	0
SIAE	29	0	0	0
SIL1	3	0	0	0
SIPA1	5	0	0	0
SIPA1L2	8	0	0	0
SIRT7	11	0	0	0
SKP1	22	1	0	0
SLC12A2	3	0	0	0
SLC12A7	12	0	0	0
SLC15A3	7	0	0	0
SLC16A5	4	0	0	0
SLC16A9	11	0	0	0
SLC17A5	6	0	0	0
SLC17A9	2	0	0	0
SLC1A5	3	0	0	0
SLC20A1	15	0	0	0
SLC20A2	2	0	0	0
SLC22A18	11	0	0	0
SLC25A1	20	0	0	0
SLC25A10	3	0	0	0
SLC25A11	13	0	0	0
SLC25A23	17	0	0	0
SLC25A26	4	0	0	0
SLC25A28	2	0	0	0
SLC25A29	17	0	0	0
SLC25A33	1	2	0	0
SLC25A37	3	0	0	0
SLC25A38	5	0	0	0
SLC25A39	16	0	0	0
SLC25A4	0	0	0	0
SLC25A5	1	0	0	1
SLC25A6	96	0	0	0
SLC26A2	34	0	0	0
SLC26A3	34	0	0	0
SLC26A6	30	0	0	0
SLC27A2	5	0	0	0
SLC27A3	1	0	0	0
SLC2A4RG	14	0	0	0
SLC30A9	7	0	0	0
SLC31A1	0	0	0	0
SLC35C1	5	0	0	0
SLC35C2	17	0	0	0
SLC35D2	8	0	0	0
SLC35F6	3	0	0	0
SLC37A3	3	0	0	0
SLC38A10	24	1	0	0
SLC39A14	2	0	0	0
SLC39A5	3	0	1	0
SLC39A7	31	0	0	0
SLC39A8	11	0	0	0
SLC39A9	7	0	0	0
SLC3A2	3	0	0	0
SLC40A1	13	0	0	0
SLC41A3	3	0	0	0
SLC43A2	5	0	0	0
SLC43A3	4	0	0	0
SLC44A1	5	0	0	0
SLC44A2	3	0	0	0
SLC44A3	3	0	0	0
SLC44A4	36	2	0	0
SLC4A1AP	4	0	0	0
SLC4A2	8	0	0	0
SLC50A1	7	0	0	0
SLC52A2	5	0	0	0
SLC6A8	11	0	0	0
SLC8B1	4	0	0	0
SLC9A1	16	0	0	0
SLC9A3R2	12	0	0	0
SLD1	532	654	798	1155
SLIRP	10	0	0	0
SLL2	675	849	271	452
SLPI	34	0	0	0
SLTM	4	0	0	0
SLX1B-SULT1A4	19	0	0	0
SMARCA4	15	0	0	0
SMARCC2	7	0	0	0
SMARCD2	9	0	0	0
SMC5	3	0	0	0
SMDT1	8	0	0	0
SMG1P2	2	0	1	0
SMG5	6	0	0	0
SMIM12	7	0	0	0
SMIM19	1	0	0	0
SMIM22	38	1	0	0
SMIM24	2	0	0	0
SMIM26	15	1	0	0
SMIM5	6	0	0	0
SMIM7	2	0	0	0
SMPD1	5	0	0	0
SMS	3	0	0	0
SMT2-2	8971	10954	8345	12627
SMTN	19	0	0	0
SMUG1	2	0	0	0
SNAPC4	2	1	0	0
SND1	12	1	0	0
SNF1	2996	3711	1685	2449
SNF1L1	1587	2023	1255	1890
SNF5	1180	1498	1497	1460
SNF8	15	0	0	0
SNHG1	2	0	0	0
SNHG19	3	0	0	0
SNHG5	26	0	0	2
SNHG7	2	0	0	1
SNHG8	8	0	0	0
SNORC	2	0	0	0
SNRNP200	8	0	0	0
SNRPA1	2	0	0	0
SNRPB	12	0	1	1
SNRPC	4	0	0	0
SNRPD2	54	4	0	1
SNRPD3	0	0	0	0
SNRPE	4	2	0	0
SNRPG	0	0	0	0
SNU13	7	0	0	0
SNX11	2	0	0	0
SNX14	5	0	0	0
SNX15	3	0	0	0
SNX17	4	0	0	0
SNX33	3	1	0	0
SNX5	6	0	0	0
SNX6	4	0	0	0
SOCS3	1	0	0	0
SOD1	18	0	0	0
SOD2	12	0	0	0
SOD3	8	0	0	0
SON	13	1	0	0
SORBS3	11	0	0	0
SORL1	0	0	0	3
SOX9	4	0	0	0
SP	315	360	472	592
SP2	553	799	186	319
SPAG7	5	0	0	0
SPARC	6	2	0	0
SPATA11	18	0	0	0
SPATA21	11	0	0	0
SPATS2L	7	0	0	0
SPDEF	19	0	0	0
SPG11	3	0	0	0
SPG7	22	0	0	0
SPHK2	5	0	0	0
SPINK1	38	1	0	0
SPINK4	35	0	0	0
SPINK5	44	0	0	0
SPINT2	82	0	1	0
SPIRE2	3	0	0	0
SPL13	540	679	622	982
SPLTI-b	0	16	0	0
SPMT	0	3	0	0
SPON1	7	0	0	0
SPPL2B	11	0	0	0
SPS2	6611	7902	6826	10172
SPTAN1	7	1	0	0
SPTBN1	26	0	0	0
SQSTM1	3	2	0	1
SRA1	11	0	0	0
SREBF1	18	0	0	0
SRF	6	0	0	0
SRK	830	983	663	1133
SRP54	5	0	0	0
SRP72	4	0	0	0
SRP9	7	0	0	0
SRPK1	3	0	0	0
SRPRB	9	1	0	0
SRRM2	49	0	0	0
SRRT	13	0	0	0
SRSF1	5	2	0	0
SRSF2	7	0	0	0
SRSF3	5	0	0	0
SRSF4	5	0	0	0
SRSF5	4	0	1	0
SRSF6	15	0	0	0
SRSF7	4	0	3	5
SRSF8	0	0	0	0
SRSF9	6	0	0	1
SRXN1	4	0	0	0
SS18L2	4	0	1	0
SSB	5	0	0	0
SSBP1	8	0	0	0
SSNA1	14	0	0	0
SSPN	3	1	0	0
SSR1	12	0	0	0
SSR2	35	1	0	1
SSR3	3	0	1	0
SSR4	109	0	0	0
SSRP1	4	0	0	0
SST	16	0	0	0
ST3GAL4	10	1	0	2
ST5	3	0	0	0
ST6GALNAC1	24	1	0	1
ST6GALNAC6	4	3	0	0
ST7L	2	0	0	0
STAB1	24	0	0	0
STAP2	28	0	0	0
STARD10	99	0	0	4
STARD3	5	0	0	0
STARD7	13	0	0	0
STAT3	12	0	0	0
STAT6	25	0	0	1
STBD1	6	0	0	0
STIP1	19	0	0	0
STK11	4	0	0	0
STK11IP	2	0	0	0
STK19	3	0	0	0
STK24	9	0	0	0
STL1	31	23	39	44
STMN3	2	0	0	0
STOM	10	0	0	0
STP7	1251	1505	616	976
STRADA	3	0	0	0
STRAP	1	0	0	0
STUB1	15	0	0	0
STX10	14	0	0	0
STX16-NPEPL1	4	0	0	0
STX18	4	0	0	0
STX3	10	5	0	0
STX4	3	0	0	0
STX5	8	0	0	0
STXBP2	5	0	0	0
SUB1	11	0	1	0
SUC4	679	853	551	1009
SUDS3	2	0	0	0
SULF2	3	0	0	0
SULT2B1	15	0	0	0
SUMF1	9	0	0	1
SUMF2	0	0	0	0
SUMO1	270	323	345	363
SUN2	5	0	0	0
SUPT4H1	10	0	0	0
SUPT5H	9	0	0	0
SUPT6H	6	0	0	0
SURF1	24	1	0	0
SURF4	14	0	0	0
SURF6	4	0	0	1
SUT2	289	391	217	356
SVIP	1	0	0	0
SYK	5	0	0	0
SYNGR2	73	0	2	0
SYNM	6	0	0	0
SYNPO	5	0	0	0
SYP22	196	237	237	257
SYT13	10	0	0	0
SYTL1	13	3	0	0
SYTL4	8	0	0	0
SYVN1	2	0	0	0
Saa1	2	0	1	0
Saa4	11	9	11	1
Sardh	12	2	1	4
Sash1	2	0	1	0
Sat2	1	0	0	0
Sba1	2	6	10	3
Sc5d	6	0	0	0
Scap	2	1	0	0
Scarb1	3	1	2	0
Scd1	118	19	52	10
Scp2	117	26	41	11
Sdc1	1	0	3	0
SdhD	2	2	6	5
Sdha	2	0	0	0
Sdr42e1	0	2	0	0
Sec14l2	2	2	0	0
Sec14l4	2	0	0	0
Sec24d	1	0	0	0
Sec31a	2	0	0	0
Sec61a1	0	2	0	0
Sec61b	6	0	0	0
Sec62	2	0	0	0
Selenbp2	177	5	6	2
Selenot	3	0	0	0
Sephs2	12	3	5	1
Sept7	0	0	0	0
Serpina1a	897	192	340	81
Serpina3n	3	0	0	1
Serpina4	3	0	1	0
Serpina6	0	1	0	0
Serpind1	4	0	0	0
Serpinf1	14	1	6	3
Serpinf2	12	4	9	3
Serping1	39	4	9	1
Sfpq	1	0	0	0
Shpk	0	1	0	0
Sigmar1	1	1	0	0
Sirt3	2	0	0	0
Siva	9	0	0	0
Slc10a1	22	0	1	1
Slc22a1	7	3	5	3
Slc22a30	2	0	0	0
Slc25a10	0	1	1	0
Slc25a15	2	0	2	0
Slc25a22	2	0	0	1
Slc25a23	2	0	1	0
Slc25a39	13	2	10	4
Slc25a47	27	1	3	2
Slc25a5	2	1	1	0
